X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2
0.76,667.6390171672567,343.17135352165354,196.5696505572473,7.0,4,0.25,3,29.28,37.98
0.9,705.4268181251165,243.0246705019631,171.12815103810246,3.5,3,0.4,3,6.01,10.9
0.62,610.298703978068,265.79159261190864,223.0086767215147,3.5,2,0.0,0,16.24,26.48
0.71,760.6624330920969,321.2044895994282,151.37018979007223,3.5,3,0.0,0,6.01,17.89
0.74,707.894990304964,247.43416435975146,113.00734283460717,7.0,5,0.4,5,25.64,34.23
0.76,810.645890599375,296.4949126768547,221.18332046390526,3.5,5,0.25,5,6.1,13.28
0.68,755.9078433369016,394.8199424542785,109.4709144108337,3.5,2,0.25,1,17.85,25.93
0.76,560.2324440033348,321.02811805609537,146.21379249932426,7.0,3,0.0,0,25.87,32.88
0.9,616.9477061558451,364.8090830877027,111.94917052907577,7.0,2,0.4,5,29.33,35.97
0.86,759.9223339319498,364.29223651873474,220.67286037817507,7.0,3,0.25,5,20.58,27.42
0.74,808.366974474815,269.49722012130957,219.45715591183074,3.5,2,0.25,2,6.01,15.06
0.98,817.9801874757696,342.6275223775995,168.87625195363952,3.5,5,0.25,1,6.01,10.9
0.86,562.293286137985,315.4100831756692,220.5921584432663,7.0,2,0.4,2,26.93,36.45
0.66,659.8618093796588,316.85421368999226,150.34672789230504,7.0,2,0.1,5,32.02,37.5
0.71,630.0892201536227,317.727138543467,122.36073309339979,3.5,2,0.1,0,13.57,21.66
0.68,603.9587691980903,295.38460972383433,125.19677274397631,3.5,4,0.0,0,14.19,21.43
0.94,560.7095682493166,341.7253027323916,198.11604477623163,3.5,3,0.0,0,6.01,10.9
0.94,690.1807282785288,371.86114229063844,106.38272591798065,7.0,4,0.0,0,13.4,22.45
0.66,657.3126599193673,272.07545551575873,111.92121605023993,3.5,2,0.4,0,18.28,28.77
0.76,607.5397821961143,390.3389145405936,219.67074619885628,7.0,2,0.0,0,27.3,33.46
0.9,692.3023648117653,393.3801630243393,171.95301070423056,3.5,5,0.4,2,8.56,17.79
0.64,657.4904539777502,237.63507937617817,197.11204419368457,7.0,3,0.4,2,34.55,42.12
0.66,806.8155243660743,319.4080939831302,110.65535672677038,3.5,2,0.25,3,13.75,19.9
0.64,763.2671684662366,316.7858852391413,173.02004588488208,7.0,2,0.0,0,25.91,34.62
0.64,659.4088360722254,243.45829812005348,120.10209720401225,7.0,4,0.4,5,35.88,37.24
0.9,512.3557603719696,319.74751050885817,221.56297937629333,3.5,4,0.25,3,12.02,18.37
0.64,730.6528362598157,269.2706646183145,194.4892328453125,3.5,3,0.4,1,18.76,26.53
0.74,587.9730425013656,340.31915649503185,169.82659905316572,3.5,3,0.1,1,15.35,19.62
0.64,703.5930756272387,313.9188768175386,219.49307531219787,7.0,3,0.0,0,29.36,33.46
0.62,594.2627036551462,389.66294173544003,194.46987533417814,7.0,5,0.1,0,41.49,44.41
0.68,632.6561182450317,295.08307543542827,222.4362053275531,7.0,3,0.4,5,35.98,42.77
0.66,593.5658914665036,266.22067731819965,217.5590208975375,3.5,4,0.4,1,20.38,27.48
0.9,762.7952717195672,413.63451670032634,198.71286742033146,7.0,3,0.1,0,18.23,26.15
0.68,782.0748159878689,239.39599433998777,110.40914706988433,7.0,5,0.4,4,29.27,34.6
0.74,561.9366577713382,319.9270880966378,194.39685212384265,7.0,2,0.25,4,34.66,39.92
0.62,765.1482727436015,392.4706434432823,169.22383807808697,3.5,5,0.0,0,15.31,26.07
0.9,515.55151520111,267.9467276583333,147.43560467949746,3.5,2,0.0,0,6.01,10.9
0.76,683.8964438470407,268.2301232749258,108.2389599709694,3.5,5,0.1,4,6.01,17.48
0.9,609.1556198277849,314.1138994496972,172.8737242545729,7.0,2,0.4,3,23.15,31.53
0.66,714.4990314641008,386.90174316470694,125.52216039027026,3.5,5,0.4,4,21.43,31.99
0.64,806.0505363493016,368.00271031740294,198.32451919501133,7.0,3,0.4,0,35.62,40.14
0.62,808.2686939136682,294.34230447667954,108.87016804394214,3.5,5,0.1,2,11.66,23.12
0.62,735.8979122973159,270.2564665170029,125.02202795316002,3.5,3,0.1,0,13.96,22.79
0.64,637.2666083421441,267.49185239603935,112.7585697782138,7.0,3,0.1,2,32.03,39.01
0.64,567.6070032349588,365.74075455333366,170.26045574349226,3.5,2,0.4,1,29.24,32.97
0.82,766.255078762435,338.46241310410335,146.28976686911378,7.0,2,0.0,0,14.09,26.85
0.76,513.0202416100414,297.276308883058,217.5470727167564,3.5,5,0.25,1,17.71,23.86
0.9,750.0361891120498,343.9344725763934,110.8611287687141,7.0,2,0.25,0,14.87,25.62
0.74,559.8843435099137,415.69808519687524,216.85575175404233,7.0,3,0.4,1,42.32,43.88
0.86,757.5877380116535,263.5721101003251,146.87676391041546,3.5,2,0.0,0,6.01,10.9
0.74,747.4688092449505,411.87995567602775,146.1568118748848,7.0,5,0.4,2,34.7,38.43
0.66,721.9782653239265,341.42362475737934,147.41695639959724,7.0,4,0.4,3,37.59,42.12
0.98,787.8327567716889,349.04269142343395,172.77495494389822,7.0,2,0.0,0,6.01,16.86
0.9,680.8184537631312,293.38961657675907,106.29158828151867,3.5,3,0.1,5,6.01,11.05
0.62,609.5855663931198,396.5463344250567,221.26346833792502,7.0,2,0.1,2,40.8,44.67
0.68,592.9972892754769,367.25351734243003,149.36836203273444,3.5,2,0.25,5,25.11,30.34
0.64,807.915634358169,369.3332536903366,196.58040244917007,7.0,4,0.25,3,33.29,38.05
0.82,724.0280876508999,396.79841282034135,221.523557957301,3.5,4,0.1,5,8.75,17.95
0.86,563.80954052015,243.10915159766165,106.7338896171256,7.0,5,0.1,4,19.31,27.0
0.68,558.2412478495387,262.70881417211075,109.1557157224071,3.5,4,0.25,0,19.33,28.08
0.82,583.0044018041979,389.99559220990517,120.93745500061121,3.5,4,0.1,1,13.0,19.14
0.64,590.3071241647926,346.9028245390951,148.4501462799624,7.0,5,0.25,0,41.54,45.49
0.86,800.360570305224,292.4696377815634,172.95903870197242,7.0,2,0.25,3,16.01,21.92
0.94,742.2562732847731,242.78175670519192,220.37285292162775,7.0,2,0.0,0,6.01,15.08
0.86,652.0514767862354,368.12974660195044,219.9725299247373,7.0,2,0.1,1,21.0,29.22
0.98,700.5653934413583,414.4142420567237,122.7825820548142,3.5,2,0.4,3,6.01,14.73
0.68,511.56418200107345,244.4759931796672,171.55058139866935,3.5,2,0.4,1,24.21,31.24
0.9,734.9632267317559,416.85579660319786,170.34093884484784,7.0,4,0.0,0,15.55,25.54
0.82,807.1166411414043,341.22535837698354,120.54907994464797,3.5,3,0.1,4,6.01,11.11
0.76,581.6452413945386,317.36426077036054,196.36759874598687,7.0,4,0.25,4,31.58,37.54
0.82,582.7587441814047,269.8258705023315,220.15851939897144,3.5,2,0.1,1,6.01,15.87
0.9,705.8001608542496,417.6799531224017,221.72448002981383,3.5,4,0.25,0,6.55,16.11
0.68,561.1496425020565,420.61235926019526,223.35891648559766,7.0,2,0.0,0,38.66,43.26
0.62,812.4320310599791,292.3213611441316,216.64043953638995,3.5,5,0.1,5,11.77,23.68
0.76,581.8909645341827,249.68960437877897,149.79489592087387,7.0,3,0.4,1,30.66,34.2
0.98,594.8923367772691,291.9854633790584,122.70803642792603,7.0,5,0.4,1,18.46,25.23
0.68,755.5150533412656,245.4902952817614,111.74089456411386,3.5,2,0.1,1,8.03,18.35
0.76,582.5787812319414,294.36819648491485,220.20210541020055,7.0,4,0.1,5,28.8,33.43
0.76,584.3102072183749,393.90369076146675,122.27205175325844,3.5,4,0.4,4,21.63,28.67
0.68,792.555144045954,320.0718815362302,147.88465662199798,3.5,4,0.4,4,16.28,24.05
0.62,716.1490142581978,267.2165102762041,171.71963185768408,7.0,2,0.25,3,35.81,38.13
0.76,767.5799703128162,345.47808637512037,220.4385569027905,3.5,3,0.0,0,6.01,15.33
0.62,785.5990485511996,270.06854858943177,148.26737106394611,7.0,2,0.4,1,32.23,41.62
0.94,786.8374436056499,339.8987953998758,219.60407732310006,7.0,5,0.25,1,10.94,22.14
0.64,685.7374746573067,272.5685244146523,220.11910762814156,3.5,5,0.0,0,12.22,23.05
0.74,728.7712877488317,369.06753021063156,106.7118993925212,3.5,5,0.0,0,8.57,18.43
0.74,734.5026644749826,241.26569937749244,122.44703274342234,3.5,2,0.25,3,7.73,16.63
0.86,703.3476021780626,345.7027877027516,109.18398350072707,7.0,4,0.25,0,21.18,25.24
0.71,756.9527567166449,389.7317272135481,173.234566820174,7.0,5,0.0,0,25.83,34.15
0.64,518.5282027085351,317.3214770895551,107.26735957731756,3.5,3,0.25,2,28.03,32.91
0.94,814.6117453353655,371.980422640419,151.2379502938362,3.5,4,0.0,0,6.01,10.9
0.74,656.8253957529688,288.39593313876173,221.08516976286325,3.5,4,0.4,2,14.46,26.15
0.66,616.4073044792889,412.48005824811287,171.83702680466686,3.5,3,0.0,0,20.45,28.55
0.62,814.3859248159217,245.4102399421977,220.75437787751423,3.5,2,0.4,2,14.77,24.94
0.94,766.709712009763,335.69406300465135,148.3683264172179,3.5,2,0.25,4,6.01,10.9
0.76,557.925889063238,248.59073284628406,224.22251474796107,3.5,5,0.1,5,10.0,16.56
0.94,589.4550343123191,245.94092110222346,111.58206914677972,3.5,3,0.0,0,6.01,10.9
0.74,639.0290169176787,301.8644243594355,121.42796284243923,3.5,3,0.4,4,17.31,25.49
0.71,609.7740687763684,268.2540354330691,111.75303934737232,7.0,5,0.1,4,29.38,33.46
0.68,594.4934870015846,326.2927502081173,145.04890694418586,7.0,2,0.1,2,34.45,38.33
0.62,609.0114054805088,343.32118086087564,110.57026607309037,7.0,3,0.25,0,41.71,43.44
0.71,738.9198382560847,290.1955690451055,195.79634986847915,7.0,5,0.25,0,27.64,33.53
0.66,511.82712618988245,316.2878602895061,108.58163030253475,7.0,3,0.0,0,34.84,41.87
0.62,663.7548131738824,370.5201902136812,108.28264842474684,3.5,5,0.25,0,22.1,32.9
0.68,763.0203771896408,410.28055344360257,121.15024300713976,3.5,5,0.25,4,20.92,24.72
0.62,711.005167439914,319.90873669069515,218.71211523464297,7.0,3,0.4,4,39.76,44.54
0.68,607.0047762422256,267.57249584991774,111.61745822444115,7.0,4,0.1,1,28.3,36.88
0.71,675.4316722872013,269.0432084997475,173.09813624503278,7.0,4,0.1,0,25.8,33.24
0.64,588.5581501062159,273.23369548106575,200.46299782205548,7.0,4,0.4,4,40.04,43.67
0.94,516.9644198592594,394.50080961451204,172.26729828983753,3.5,2,0.0,0,6.01,14.57
0.9,731.758498363278,269.3529424885551,111.3523195488463,7.0,5,0.1,3,11.58,21.1
0.9,708.27174848485,398.16145607025976,193.31988621927837,3.5,5,0.1,1,6.01,10.9
0.76,814.7935472909913,296.05757345582526,216.19253885241707,3.5,3,0.4,5,12.0,17.58
0.62,588.4713964680714,241.8909053476037,199.18080713714727,3.5,2,0.0,0,14.5,24.71
0.71,783.5856713207661,419.0661708487145,120.05372237118115,7.0,2,0.25,0,31.66,38.59
0.74,731.6778140894733,388.9186477273436,110.05409450802965,7.0,5,0.0,0,26.23,34.42
0.94,730.8145493319248,343.5988312552083,112.43835909504296,3.5,4,0.0,0,6.01,10.9
0.98,739.5253327417977,391.5968567954598,151.98436799720136,7.0,3,0.25,4,14.84,23.05
0.64,686.5828925600623,293.869411600486,109.42059522654607,7.0,4,0.4,4,38.11,40.82
0.76,658.4202190324329,266.4288074387585,123.67727091959254,3.5,5,0.4,4,14.58,20.89
0.94,696.265700918706,395.8874812153181,111.38285005597554,7.0,2,0.1,0,15.16,26.31
0.82,784.0428800100121,270.4926379642705,114.89200799212361,7.0,4,0.0,0,12.26,19.34
0.94,514.4705145033495,321.1015622384832,121.50529125717182,7.0,2,0.25,2,22.9,30.91
0.62,741.0100126923401,415.8517943920615,173.30836449394943,3.5,2,0.1,2,19.17,30.52
0.76,615.3038467450758,298.6459178850721,147.64043315589765,3.5,4,0.0,0,7.73,16.99
0.98,658.3798625084219,392.3446721235061,145.41341133629723,3.5,2,0.25,1,6.01,10.9
0.74,561.7577031343105,415.9194962225047,108.99950047977023,3.5,4,0.25,3,21.68,29.07
0.82,738.5311548738354,294.6839734911272,145.824287390184,7.0,5,0.0,0,14.84,24.74
0.66,561.8480810189503,243.21217790804727,195.85482957919544,7.0,3,0.0,0,29.28,34.78
0.68,735.2483016690829,272.49010412271855,196.48878049168422,7.0,3,0.1,3,25.7,34.07
0.86,686.6059635239216,249.41793221593286,147.28471848587174,3.5,2,0.25,5,6.01,11.98
0.71,763.2597883140573,340.5571844615999,220.58765759892086,7.0,3,0.4,3,33.07,37.75
0.66,664.9166225575805,343.1909471844896,146.25644197695303,3.5,5,0.0,0,16.86,21.95
0.68,732.5550385521076,365.65278762537235,111.69918355744625,7.0,4,0.25,1,33.29,38.66
0.82,632.4099046918052,294.4302797005725,124.24304877217587,3.5,3,0.25,1,9.71,17.63
0.98,586.6994877508675,314.597471079131,108.28024430138795,3.5,5,0.1,5,6.01,12.0
0.66,638.8120573143773,364.70734426889044,223.55485877376037,3.5,3,0.25,1,21.24,29.37
0.82,581.6107584146844,320.735834990229,141.57477487237912,7.0,4,0.0,0,21.97,31.28
0.76,761.184849251239,387.5737657967179,173.54502558739202,7.0,3,0.1,3,27.86,35.27
0.64,609.8003064610917,363.48962424237646,219.72907188555766,7.0,5,0.25,4,41.34,44.24
0.94,566.3032625978939,400.04936965015065,108.87881827294188,3.5,4,0.25,2,8.22,12.74
0.98,685.5645763692843,397.639623648263,196.3860163806641,3.5,4,0.25,4,6.01,10.9
0.82,734.8575423617008,391.447902802403,142.02435588487535,7.0,3,0.25,2,27.35,31.23
0.62,731.2202464665404,295.0813250288783,199.5340489887917,7.0,4,0.4,5,36.1,43.06
0.94,634.7683396061641,389.2803768048277,173.85246112781368,7.0,4,0.1,0,17.68,24.54
0.74,717.4488206697317,240.9643709875742,109.4755012680421,7.0,2,0.1,3,19.51,29.41
0.64,613.2045882411738,294.4530987271654,219.21936248164116,3.5,3,0.25,1,21.78,26.67
0.68,710.0401576689848,339.7542568938606,171.34445459947116,7.0,2,0.25,5,33.01,37.38
0.94,761.605424951099,293.28221938599165,111.59148765086577,3.5,2,0.1,4,6.01,10.9
0.66,774.7118968532984,414.7039374104149,124.33649850745921,3.5,3,0.4,4,22.4,29.86
0.71,804.4976945822784,291.8313443967715,121.80140906358956,3.5,5,0.25,3,10.32,16.77
0.86,560.4181728540883,270.3566676686212,108.95252639063882,7.0,2,0.1,2,20.31,28.44
0.62,610.4339666457682,286.59442595962497,123.6095015088705,7.0,4,0.1,1,33.53,41.45
0.76,592.7564608180129,239.7651569399965,169.88527006298,7.0,2,0.0,0,22.38,31.9
0.98,564.0556468764826,292.6702096055463,195.4228497656918,7.0,4,0.1,5,14.71,22.62
0.62,512.3397809287761,372.92277096657693,195.71268094020576,7.0,4,0.4,4,43.1,48.0
0.82,618.6769194706095,351.33989087267065,169.42401729002154,7.0,5,0.1,2,24.18,32.74
0.76,565.4801608977147,267.4589505264918,193.55897692946,7.0,3,0.4,1,31.19,37.46
0.76,772.4926414116501,247.1828410510284,111.94215134938344,7.0,5,0.4,2,23.13,32.56
0.74,764.0327207855498,318.71675614471377,121.9871948889354,3.5,5,0.25,1,7.9,16.88
0.9,614.6933398127914,273.9344191417016,124.52647577486998,7.0,3,0.25,1,17.42,29.26
0.66,558.985955365186,418.677794094726,216.83287157202582,3.5,2,0.25,0,27.91,33.17
0.94,758.9305540361648,243.90296875240844,111.25854149607677,7.0,3,0.1,4,8.37,16.8
0.74,641.6979868593593,338.3861382187825,222.45752176301468,3.5,3,0.0,0,9.78,17.46
0.62,644.3793957525198,268.465456699207,145.6332730783943,3.5,4,0.0,0,15.19,21.38
0.68,710.4794562289504,275.1414676847067,172.2468730351708,3.5,2,0.25,1,12.42,24.64
0.62,685.6515941855854,367.90557102296214,146.34753259111727,3.5,4,0.0,0,18.2,26.64
0.82,592.7831140586775,363.3113645568749,111.818292832707,3.5,5,0.0,0,7.0,16.85
0.94,591.6061327187437,341.6809001471926,194.8091535942479,3.5,3,0.4,1,6.7,16.66
0.9,520.7285433208483,340.83570860783914,197.27770086840403,7.0,3,0.25,2,28.15,34.38
0.62,512.0628589374503,395.18629934359416,171.31637688547286,3.5,5,0.4,4,35.45,39.29
0.68,750.3515909239596,320.34790101814053,197.22634800378313,7.0,3,0.25,4,31.14,36.43
0.66,738.7670218543959,270.3403720072589,192.0906380088025,3.5,5,0.1,4,12.34,21.05
0.68,663.8627869969191,267.1570908785195,119.01087009620393,3.5,4,0.0,0,8.42,18.75
0.66,613.0095604294146,395.1961288167788,109.73390896877768,7.0,4,0.0,0,33.72,39.96
0.94,763.9719709015066,313.49993259567634,174.20152218679837,7.0,3,0.1,5,10.09,18.05
0.86,612.4201027855804,417.1835482233007,120.44701144762082,3.5,5,0.0,0,8.03,17.66
0.98,762.9731594404044,343.90310756401703,125.36921079859212,7.0,2,0.0,0,6.01,17.64
0.66,712.8002116193023,365.4429752472296,222.14059674901793,3.5,2,0.4,0,21.15,28.0
0.66,571.7276052935115,273.08635813525893,122.66488353326969,7.0,5,0.25,2,35.72,41.81
0.98,786.9089088531418,319.6921910703777,108.75508869208358,7.0,2,0.1,4,6.52,17.16
0.98,636.4593050480429,370.836301857664,222.93585428394903,3.5,3,0.1,4,6.01,10.9
0.94,514.2036598869983,273.4794003464157,175.27922000927896,3.5,4,0.4,1,9.8,15.01
0.94,613.2937802546877,321.9680200083534,222.05129298558748,3.5,3,0.25,0,6.01,14.52
0.98,666.0105375937155,246.55169015083217,223.03369448113426,3.5,2,0.0,0,6.01,10.9
